CMS Certification Number (CCN);Facility Name;Address Line 1;Address Line 2;City;State;Zip Code;County Name;CMS Region;Measure Code;Score;Footnote;Start Date;End Date
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_007_01_ELIGCASES;2.838;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_007_01_NUMERATOR;6;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_007_01_SIR;2.114;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_009_02_DENOMINATOR;195;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_009_02_NUMERATOR;195;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_009_02_OBS_RATE;100;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_010_02_DENOMINATOR;195;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_010_02_NUMERATOR;195;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_010_02_OBS_RATE;100;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_011_04_ADJ_CHG_MOBL_SCORE;3.7;;04/01/2019;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_011_04_DENOMINATOR;72;;04/01/2019;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_011_04_OBS_CHG_MOBL_SCORE;4.1;;04/01/2019;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_012_01_DENOMINATOR;195;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_012_01_NUMERATOR;1;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_012_01_OBS_RATE;0.5;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_014_01_CI_LOWER;0.103;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_014_01_CI_UPPER;1.1;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_014_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_014_01_DOPC_DAYS;8325;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_014_01_ELIGCASES;7.42;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_014_01_NUMERATOR;3;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_014_01_SIR;0.404;;01/01/2019;12/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_015_01_DENOMINATOR;275;;10/01/2018;03/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_015_01_NUMERATOR;263;;10/01/2018;03/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_015_01_OBS_RATE;95.6;;10/01/2018;03/31/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_017_01_PPR_PD_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_017_01_PPR_PD_OBS;14.41;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_017_01_PPR_PD_OBS_READM;34;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_017_01_PPR_PD_RSRR;15.51;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_017_01_PPR_PD_RSRR_2_5;12.55;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_017_01_PPR_PD_RSRR_97_5;19.12;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_017_01_PPR_PD_VOLUME;236;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_018_02_DTC_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_018_02_DTC_NUMBER;32;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_018_02_DTC_OBS_RATE;12.5;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_018_02_DTC_RS_RATE;15.38;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_018_02_DTC_RS_RATE_2_5;11.36;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_018_02_DTC_RS_RATE_97_5;20.58;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_018_02_DTC_VOLUME;256;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_019_01_MSPB_NUMB;236;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_019_01_MSPB_SCORE;1.07;;10/01/2017;09/30/2019
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_020_01_DENOMINATOR;195;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_020_01_NUMERATOR;10;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_020_01_OBS_RATE;5.1;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_021_01_ADJ_RATE;1.3;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_021_01_DENOMINATOR;179;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_021_01_NUMERATOR;2;;07/01/2020;03/31/2021
12006;INFIRMARY LTAC HOSPITAL;5 MOBILE INFIRMARY CIRCLE;;MOBILE;AL;36607;Mobile;4;L_021_01_OBS_RATE;1.1;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_006_01_CI_LOWER;0.013;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_006_01_CI_UPPER;1.288;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_006_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_006_01_DOPC_DAYS;3682;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_006_01_ELIGCASES;3.83;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_006_01_NUMERATOR;1;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_006_01_SIR;0.261;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_007_01_CI_LOWER;0.15;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_007_01_CI_UPPER;1.605;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_007_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_007_01_DOPC_DAYS;3936;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_007_01_ELIGCASES;5.087;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_007_01_NUMERATOR;3;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_007_01_SIR;0.59;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_009_02_DENOMINATOR;123;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_009_02_NUMERATOR;123;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_009_02_OBS_RATE;100;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_010_02_DENOMINATOR;123;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_010_02_NUMERATOR;123;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_010_02_OBS_RATE;100;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_011_04_ADJ_CHG_MOBL_SCORE;6.4;;04/01/2019;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_011_04_DENOMINATOR;46;;04/01/2019;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_011_04_OBS_CHG_MOBL_SCORE;5.5;;04/01/2019;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_012_01_DENOMINATOR;123;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_012_01_NUMERATOR;0;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_012_01_OBS_RATE;0;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_014_01_CI_LOWER;Not Available;6;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_014_01_CI_UPPER;0.519;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_014_01_COMP_PERF;Better than the National Benchmark;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_014_01_DOPC_DAYS;5740;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_014_01_ELIGCASES;5.767;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_014_01_NUMERATOR;0;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_014_01_SIR;0;;01/01/2019;12/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_015_01_DENOMINATOR;132;;10/01/2018;03/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_015_01_NUMERATOR;127;;10/01/2018;03/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_015_01_OBS_RATE;96.2;;10/01/2018;03/31/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_017_01_PPR_PD_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_017_01_PPR_PD_OBS;15.52;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_017_01_PPR_PD_OBS_READM;27;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_017_01_PPR_PD_RSRR;15.66;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_017_01_PPR_PD_RSRR_2_5;12.77;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_017_01_PPR_PD_RSRR_97_5;19.27;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_017_01_PPR_PD_VOLUME;174;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_018_02_DTC_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_018_02_DTC_NUMBER;47;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_018_02_DTC_OBS_RATE;23.62;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_018_02_DTC_RS_RATE;25.16;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_018_02_DTC_RS_RATE_2_5;19.86;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_018_02_DTC_RS_RATE_97_5;30.81;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_018_02_DTC_VOLUME;199;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_019_01_MSPB_NUMB;162;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_019_01_MSPB_SCORE;0.92;;10/01/2017;09/30/2019
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_020_01_DENOMINATOR;123;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_020_01_NUMERATOR;121;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_020_01_OBS_RATE;98.4;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_021_01_ADJ_RATE;0;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_021_01_DENOMINATOR;95;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_021_01_NUMERATOR;0;;07/01/2020;03/31/2021
12007;NOLAND HOSPITAL MONTGOMERY II, LLC;1725 PINE STREET 5TH FLOOR NORTH WING;;MONTGOMERY;AL;36106;Montgomery;4;L_021_01_OBS_RATE;0;;07/01/2020;03/31/2021
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_006_01_CI_LOWER;0.324;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_006_01_CI_UPPER;1.96;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_006_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_006_01_DOPC_DAYS;3174;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_006_01_ELIGCASES;5.654;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_006_01_NUMERATOR;5;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_006_01_SIR;0.884;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_007_01_CI_LOWER;0.25;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_007_01_CI_UPPER;1.895;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_007_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
12008;SELECT SPECIALTY HOSPITAL - BIRMINGHAM;2010 BROOKWOOD MEDICAL CENTER DRIVE, 3RD FLOOR;;BIRMINGHAM;AL;35209;Jefferson;4;L_007_01_DOPC_DAYS;4202;;01/01/2019;12/31/2019
